price,bedrooms,bathrooms,sqft_living,sqft_lot,yr_built,lat,long
700000,3,1.75,1640,4590,1951,47.6846,-122.294
300000,4,1,1730,177657,1948,47.5163,-121.829
315000,2,1,1030,8576,1952,47.7352,-122.295
603000,3,1,1790,5250,1943,47.6627,-122.276
530000,2,1,840,3400,1924,47.6403,-122.372
397500,3,1.75,1300,8480,1969,47.6991,-122.13
221000,3,1,1240,5250,1904,47.4917,-122.206
466000,4,2.25,2170,8050,1976,47.7354,-122.174
197500,3,1,1330,5412,1905,47.2053,-121.993
412000,2,1.5,1240,3873,1909,47.5752,-122.388
454000,2,1,880,6731,1950,47.5694,-122.395
540000,4,2.25,2540,228254,1990,47.719,-121.912
250000,5,1.5,2520,5753,1928,47.2058,-121.997
900000,5,2.25,2510,35691,1967,47.6435,-122.154
245000,5,1.75,2020,7902,1962,47.51,-122.327
290000,3,1.75,2060,7251,1987,47.3569,-122.175
160000,2,1,930,7742,1933,47.507,-122.302
1260000,2,1.5,2700,7225,1910,47.5892,-122.383
185000,2,1,670,6750,1947,47.4521,-122.283
477000,3,2,1750,4990,1916,47.6667,-122.361
100000,2,1,930,7623,1942,47.467,-122.349
345000,4,2.5,2420,11481,1985,47.341,-122.318
530000,4,2.25,2410,14985,1965,47.4278,-122.343
203000,3,1,1150,7156,1953,47.4864,-122.317
599000,4,2.5,2480,5000,2004,47.6811,-122.035
370000,4,1,1310,6000,1940,47.5822,-122.295
140000,3,1,1240,8000,1954,47.4204,-122.316
527200,3,1.75,1460,4000,1929,47.5768,-122.307
549900,5,2.75,3060,7015,1979,47.5052,-122.372
760000,4,2.5,3520,8095,2006,47.7065,-122.109
319000,2,1,960,4400,1951,47.5269,-122.264
362300,3,2.5,2430,15264,1997,47.3805,-122.208
421000,3,2.5,1930,4505,1973,47.3459,-122.326
690000,3,1,1090,4000,1945,47.6846,-122.386
640000,3,2.5,2790,31798,1953,47.5241,-122.039
238000,4,1.75,1650,6900,1978,47.2802,-122.211
1050000,6,4,5310,12741,1967,47.5696,-122.213
302500,3,2.5,1690,4476,2008,47.3663,-122.114
259950,4,1.75,1400,7920,1963,47.4658,-122.184
456000,3,1.5,1440,28516,1975,47.5829,-122.005
369950,3,2.5,1360,3718,1987,47.6827,-122.097
363750,3,1.75,1726,197326,1982,47.3484,-122.505
585000,3,1.75,2220,216493,1989,47.6624,-121.951
268000,3,2.5,1850,6676,1986,47.3103,-122.36
1200000,5,2.5,2860,4000,1910,47.6225,-122.318
539000,4,2.5,2340,19850,1993,47.7672,-122.306
851000,5,3.25,3760,9792,1984,47.5654,-122.115
900000,3,2.5,1920,7200,1997,47.5709,-122.408
850000,3,2.5,3230,5000,1945,47.7011,-122.389
390000,3,1.75,1260,6500,1966,47.6224,-122.116
345000,3,1.75,1540,6909,1955,47.7451,-122.313
534500,3,2.5,1700,3150,2005,47.5505,-121.998
643500,6,5.25,3600,3960,1971,47.5656,-122.372
1210000,3,2.75,3150,5520,1925,47.6345,-122.302
535000,2,1,980,4120,1950,47.6815,-122.291
435000,4,2.5,2190,6578,2004,47.5305,-121.847
305000,4,2,2470,1831,2009,47.4645,-122.337
799000,4,2.5,2590,7910,2001,47.6978,-122.284
700000,4,2.5,2580,15031,1999,47.6895,-122.094
467000,3,2.25,1270,1213,2005,47.6736,-122.375
263000,3,1,1250,7560,1959,47.4493,-122.173
760000,4,2.5,4660,7157,2003,47.5352,-122.156
293000,4,2.5,2019,4435,2008,47.1958,-121.974
181000,2,1.5,1560,10807,1949,47.4444,-122.509
240000,3,1,1030,15264,1962,47.5016,-122.168
880000,4,2.75,2560,7961,1975,47.6499,-122.199
285000,3,2,1460,6377,1995,47.3679,-122.02
407500,2,1,770,6017,1950,47.7223,-122.321
325000,4,2.5,1960,3543,2004,47.4849,-122.184
405000,3,1.75,1900,10454,1978,47.7748,-122.291
291700,3,2.5,1970,4120,1927,47.5328,-122.346
370000,3,2.5,2490,18525,1995,47.2119,-122.001
800000,4,2.5,2680,7200,1952,47.6835,-122.187
626500,3,1.75,1610,3210,1928,47.6656,-122.335
1130000,4,3.5,4300,8406,1987,47.5396,-122.214
399950,4,2.5,3200,7545,2003,47.3666,-122.03
419000,3,1.75,2140,15030,1958,47.4181,-122.338
1160000,4,2.5,4240,43995,1989,47.6008,-122.044
1410000,4,3.5,3410,10769,2008,47.6081,-122.198
710000,4,2.75,2090,8064,1967,47.6829,-122.195
650000,3,1,1410,4840,1942,47.6646,-122.204
641000,4,2.5,2770,63118,1997,47.6622,-121.961
403000,3,1,1400,6879,1951,47.7508,-122.286
1020000,3,3.25,3620,4000,2005,47.6393,-122.403
865000,4,2.5,2260,13600,1974,47.5436,-122.233
2490000,4,2.5,3440,23954,1931,47.5636,-122.231
810000,4,1,2150,3588,1926,47.5767,-122.378
316750,3,2.5,1256,1154,2005,47.7146,-122.311
652500,4,2.25,2220,130244,1989,47.4989,-121.9
360000,6,2.75,2850,15240,1962,47.5288,-122.345
898000,4,2.5,3700,63991,1992,47.7319,-122.051
295000,4,1.75,1400,11934,1961,47.7346,-122.244
652500,4,1.75,3130,18253,1978,47.7402,-122.348
560000,4,3,2170,5764,1992,47.5673,-121.999
280000,3,1,1020,8400,1957,47.4905,-122.18
289950,3,2.5,1760,8584,1937,47.4612,-122.325
397500,3,2.5,1860,44093,1978,47.4381,-122.188
380000,2,1,1140,75132,1956,47.7349,-122.074
415900,3,2.5,1670,22703,1988,47.4708,-121.756
125000,1,1,500,7440,1928,47.5252,-122.362
238000,3,1,1470,32670,1958,47.3811,-122.144
296000,4,1.5,1370,9750,1953,47.4718,-122.323
475000,6,3,3470,117612,1924,47.7663,-122.234
390000,3,2.25,1650,6250,1910,47.5639,-122.4
425000,3,1,1180,3750,1940,47.5726,-122.382
725000,6,3,3110,5000,1921,47.6631,-122.348
605000,3,2.25,2080,12134,1973,47.6315,-122.102
302000,3,1,1600,1950,1906,47.6028,-122.312
540000,4,1.75,1630,6120,1918,47.6821,-122.31
435000,4,2.25,1910,8400,1975,47.7352,-122.175
409000,4,3.25,3140,10752,1992,47.5022,-122.363
405000,3,1,1250,7280,1975,47.6986,-122.129
560200,3,2.5,1990,3984,2004,47.5914,-122.017
324000,4,1.75,2110,7208,1975,47.4464,-122.129
390000,4,2.5,2490,8290,1999,47.3305,-122.171
414000,2,1,800,5000,1938,47.4914,-122.204
441500,3,2.5,2360,4670,1998,47.537,-121.871
668500,4,2.5,2710,5500,1999,47.6027,-122.023
540000,5,1.5,1940,10202,1940,47.7213,-122.31
1040000,4,3.25,3450,11240,1960,47.4556,-122.372
1350000,4,3.25,3440,4920,2014,47.5727,-122.409
758000,4,2.75,2410,9549,1956,47.6503,-122.197
949880,4,2.25,2290,10687,1978,47.5878,-122.202
570000,3,1,1030,4089,1927,47.574,-122.385
736000,4,2.5,2290,12047,1988,47.5599,-122.105
670000,3,1.5,1490,4400,1906,47.6113,-122.292
650000,4,2,1930,3976,1914,47.6117,-122.297
690000,2,1.75,1600,4000,1918,47.6408,-122.3
610000,4,2.25,2240,45738,1988,47.687,-122.047
413500,2,1,770,4000,1924,47.6959,-122.364
765000,3,2.5,2300,9752,1968,47.5825,-122.076
828200,4,2.75,3400,7081,2001,47.5661,-122.123
205000,2,1,900,4397,1918,47.4851,-122.205
465000,3,2.5,1450,5175,1995,47.7082,-122.338
556000,4,2.5,2240,5402,2005,47.772,-122.35
423000,4,2.5,2320,4254,2004,47.48,-122.137
375000,3,1.75,1590,14766,1963,47.5902,-122.147
173250,3,1,990,12696,1936,47.4776,-122.279
599900,3,1.5,2605,12030,2003,47.7725,-121.899
646000,5,2.75,2870,4461,1976,47.675,-122.39
1080000,5,4.75,5180,17811,2001,47.5405,-121.868
558000,4,2,2180,3870,1900,47.6089,-122.303
354000,2,1,850,5225,1949,47.5311,-122.38
1200000,4,4,4050,9517,1990,47.5769,-122.215
1130000,6,4.25,3100,9378,1978,47.6381,-122.314
267500,2,1,1747,12250,1948,47.3282,-122.285
299800,4,2.5,2410,4708,2002,47.3229,-122.182
430000,4,1.75,2070,9120,1958,47.6045,-122.123
775000,5,1,1860,3040,1921,47.6559,-122.339
333000,3,1,950,5214,1944,47.5362,-122.379
336000,3,2,1060,11765,1951,47.7333,-122.302
323000,2,1,880,1712,1945,47.6475,-122.397
575000,4,2.5,2550,56628,2001,47.4913,-122.081
572500,3,1,1590,4600,1926,47.6807,-122.399
600000,3,1.75,1650,5100,1908,47.6873,-122.321
412000,4,3,2430,7242,2003,47.3533,-122.015
827500,3,2.5,1810,7200,1960,47.6885,-122.211
300000,4,2.5,2890,17349,1994,47.2822,-122.34
415000,3,2.5,1280,5040,1985,47.5611,-122.276
750000,7,2.75,3410,4056,1906,47.6454,-122.316
800000,3,2.75,2220,4000,1914,47.617,-122.291
420000,3,1,1060,6000,1954,47.5427,-122.275
499000,4,2.5,2680,10590,2004,47.7377,-121.97
440000,4,1.5,1770,5750,1947,47.5621,-122.394
495000,3,2,2950,12196,1918,47.4702,-122.365
630000,2,1.75,1260,5300,1951,47.6809,-122.348
424000,3,1.75,1430,6818,1972,47.7271,-122.196
760000,4,2.5,2730,36183,1986,47.7036,-122.127
650000,4,3.5,3270,15704,1990,47.6256,-122.042
248500,4,1.75,1720,10018,1960,47.3614,-122.119
379600,3,1.75,1270,12420,1962,47.5387,-122.179
530000,4,2.5,2050,6360,1988,47.5641,-122.011
545000,4,2.25,2050,9720,1967,47.5911,-122.119
925000,4,3,3580,35261,1985,47.7577,-122.134
565000,4,2.75,1960,48787,1983,47.7484,-122.111
405100,2,1,840,3522,1947,47.6575,-122.395
502000,3,1.75,1300,8800,1963,47.6199,-122.116
425000,3,2.25,1260,3000,2003,47.5454,-121.997
233500,3,2.25,1650,2958,1985,47.3916,-122.167
287000,3,2.5,1710,10341,1986,47.3494,-122.171
666000,3,2.25,2780,31510,1979,47.67,-122.024
330000,2,1,950,3090,1909,47.551,-122.276
1490000,5,3.5,3620,7821,1958,47.5738,-122.215
393000,3,2.25,2140,10256,1987,47.3751,-122.044
353000,4,2.75,1920,4627,1998,47.5003,-122.23
260000,2,1,750,6720,1916,47.552,-122.31
680000,3,2.5,2060,2551,2001,47.5881,-122.165
921000,3,2.25,2380,11200,1963,47.5873,-122.193
319000,2,1,750,6380,1949,47.7033,-122.308
220000,3,1,1050,6300,1942,47.5128,-122.374
219000,3,1.5,1740,5200,1977,47.3657,-122.094
528000,4,2.75,2050,7171,1988,47.6194,-122.042
405000,3,1.75,1980,8100,1949,47.7353,-122.331
372977,3,2.5,1690,1618,2014,47.5518,-121.998
934550,4,3.25,2320,5900,1910,47.597,-122.292
1470000,3,1.5,2480,9900,1940,47.7018,-122.381
975000,4,2.25,2290,5350,1958,47.6428,-122.411
800866,5,2.5,3180,13806,1990,47.652,-122.182
624000,4,3,1540,4140,1902,47.6728,-122.396
1850000,5,2.25,2800,8442,1963,47.5784,-122.076
310000,3,1,1050,9876,1953,47.7635,-122.262
315000,3,1.75,1480,6800,1968,47.4633,-122.188
675000,3,2,1010,5973,1942,47.6652,-122.202
490000,3,1.75,1660,8208,1965,47.5919,-122.154
600000,5,2.25,2760,6350,1958,47.5561,-122.379
154000,2,1,1040,20524,1949,47.6981,-121.875
480000,4,1.75,2220,6500,1964,47.4519,-122.375
735000,3,3.25,2960,39370,1989,47.7452,-122.202
205500,3,2,1330,8748,1986,47.2619,-122.298
357186,2,1.75,1210,1040,2014,47.5519,-121.999
275000,4,2.5,2120,6754,1998,47.3629,-122.184
248500,3,1.75,2090,12026,1948,47.3095,-122.217
350000,3,2.5,2680,7836,1990,47.3203,-122.185
390000,4,2.75,1790,47250,1987,47.5302,-121.746
390000,3,2.75,1950,12240,1956,47.7401,-122.258
660000,5,2.25,3740,14913,1979,47.6234,-122.059
717000,3,2.5,2480,5137,2000,47.684,-122.164
260000,5,2.5,2580,11250,1964,47.397,-122.313
745000,3,2,2290,5001,1960,47.6909,-122.339
470000,4,2.5,2320,12042,1975,47.763,-122.16
429000,3,2.5,2530,8820,1997,47.42,-122.205
220000,4,2,1400,7140,1969,47.7719,-122.309
497000,3,3,2060,1850,2007,47.6543,-122.373
716100,3,1,1640,4000,1909,47.6563,-122.351
371000,4,1,1960,94525,1979,47.5418,-121.962
937500,3,1,1320,8500,1954,47.6187,-122.226
720000,4,2,1760,4500,1906,47.6711,-122.331
616000,3,3.25,2130,2306,1924,47.5424,-122.391
259000,3,2,1390,7120,1988,47.3786,-122.179
538000,3,1.75,1400,3825,1904,47.6793,-122.393
605000,3,2.75,3230,9576,1966,47.7307,-122.183
369950,3,1,1110,7603,1967,47.7262,-122.224
310000,3,2.5,1670,4220,2002,47.3834,-122.028
227500,3,1,1540,9450,1960,47.3612,-122.315
410000,3,2,1410,8088,1987,47.7303,-122.227
354800,3,2,1370,78408,1964,47.3867,-122.081
650000,4,2.25,1910,5120,1954,47.6534,-122.409
353000,3,2,1678,13862,1994,47.3744,-122.19
224975,3,1,960,12745,1977,47.3617,-122.03
600000,2,1.75,2080,13054,1951,47.7435,-122.292
437500,3,2.25,1790,7700,1976,47.7205,-122.168
567000,3,2.5,2540,6093,1999,47.7042,-122.236
225000,5,1.5,1790,11656,1963,47.3961,-122.308
2480000,5,3.75,6810,7500,1922,47.6285,-122.322
370000,2,1,900,4600,1951,47.6918,-122.361
675000,4,1.75,1900,8800,1975,47.6579,-122.197
285000,3,1,1440,4268,1953,47.5468,-122.293
310000,3,1.75,2070,37904,1973,47.425,-122.186
475000,4,2.5,2240,7245,1972,47.7161,-122.17
410000,4,2.5,3320,5034,2006,47.4011,-122.164
895000,4,2.25,1950,5950,1947,47.639,-122.347
375000,3,1.5,1240,7733,1941,47.714,-122.283
650500,3,1.75,1740,4400,1903,47.6115,-122.292
760000,3,1.75,1410,15120,1950,47.5974,-122.195
480000,4,2.75,2050,3960,1986,47.5808,-122.394
689000,4,2.75,3220,16145,1993,47.5786,-121.995
415000,3,1.75,1960,5000,1911,47.5576,-122.317
195000,3,1.75,1070,6110,1968,47.3249,-122.207
318000,5,2.5,2820,9956,1967,47.4715,-122.33
404000,4,3,4060,35621,1989,47.3059,-122.108
339950,2,1,800,3090,1925,47.5518,-122.277
339900,3,2.5,2420,7423,1990,47.3199,-122.186
285000,1,1.5,810,3211,1982,47.6939,-122.184
550000,3,1,1600,5000,1947,47.655,-122.358
430000,4,1,1350,9000,1964,47.6953,-122.332
219000,3,1,970,7790,1967,47.3165,-122.325
555000,2,1.5,1780,4750,1947,47.6859,-122.395
233000,3,2,1350,7686,1989,47.3609,-122.053
248000,3,1.75,1840,19501,1972,47.3364,-122.318
454000,5,2.25,2550,9200,1975,47.4673,-122.363
359000,3,2.5,2430,7857,1980,47.4546,-122.211
407500,5,2,2740,8230,1962,47.7352,-122.297
224000,3,1.5,1560,7300,1964,47.3427,-122.281
210000,2,1,1040,4590,1954,47.5078,-122.337
261000,4,1.75,1820,9824,1968,47.3833,-122.093
719000,3,3,1833,1706,1998,47.6827,-122.325
440000,3,2.5,2160,3738,1994,47.5661,-122.375
525000,3,2.75,2100,10362,1998,47.4347,-121.417
375000,3,1.5,1370,9720,1968,47.7302,-122.197
988830,5,3.25,4115,7910,2014,47.6847,-122.016
199950,3,1.75,1550,6225,1949,47.3098,-122.218
840000,4,2.25,2100,3671,1929,47.6359,-122.3
285000,3,1.75,1160,7006,1992,47.1937,-121.98
330000,5,2.5,3597,4972,2006,47.3002,-122.282
147500,3,1.5,1230,10125,1960,47.397,-122.299
320000,4,2.5,2190,7125,1978,47.3709,-122.285
382500,3,1.75,1040,9000,1967,47.5253,-122.043
2050000,5,4,4690,8208,1926,47.6321,-122.304
220000,4,2.25,1950,7280,1979,47.2957,-122.37
325000,3,2.5,1880,6818,1993,47.4206,-122.183
679950,4,2.5,2850,5664,2001,47.5835,-121.996
175000,2,1,1160,6911,1947,47.7149,-122.318
268000,3,1.75,1370,10050,1966,47.3338,-122.341
715000,4,3.5,3260,110579,1997,47.6436,-121.997
600000,7,2.25,3170,36384,1969,47.4654,-122.003
228000,0,1,390,5900,1953,47.526,-122.261
950000,5,2.5,3450,35880,1992,47.7173,-122.099
700000,3,1.5,1460,78408,1963,47.59,-122.058
275000,3,1.75,1300,20700,1962,47.5587,-121.904
369500,3,1.75,1300,20700,1962,47.5587,-121.904
215000,4,2,1540,7575,1978,47.3664,-122.279
593450,4,2.25,2130,7172,1964,47.6271,-122.112
498800,2,1.75,1350,4614,2008,47.7091,-122.015
849000,5,3.25,2450,6534,1951,47.688,-122.281
1150000,4,2.5,1940,4875,1925,47.6427,-122.304
825000,5,2.5,2890,5110,2003,47.5453,-121.995
285000,4,2.25,1960,10400,1985,47.3199,-122.392
240000,3,1.75,1590,7931,1979,47.3628,-122.05
261000,4,1,1390,17739,1958,47.3457,-122.302
330000,4,1.75,2440,7350,1978,47.3743,-122.285
250000,4,2,1850,7560,1978,47.3666,-122.277
350000,4,2.5,2800,9538,1993,47.2675,-122.307
930000,3,2.5,3780,35273,1986,47.7499,-122.119
275000,3,2,1910,8050,1980,47.37,-122.17
325000,4,2.25,2460,7620,1969,47.5285,-122.345
562200,3,1.5,1900,5250,1943,47.6991,-122.392
952000,2,1.75,3490,88909,1980,47.5462,-122.112
365000,3,2.5,2200,7350,1988,47.4395,-122.161
332900,3,1.5,1190,11996,1969,47.7561,-122.071
721000,3,2.25,2040,18360,1983,47.6976,-122.137
487275,4,2.5,2400,3986,1999,47.5344,-121.877
310000,3,2.5,1670,5791,1995,47.4424,-122.188
245000,2,1,990,4800,1908,47.5615,-122.28
325000,3,1.75,2920,10573,1964,47.4429,-122.195
350000,2,1,910,4500,1906,47.5633,-122.289
599000,5,2.5,2950,72309,2006,47.4186,-122.079
259950,3,1.5,1240,9500,1955,47.4756,-122.35
240000,4,2.5,1980,7264,1996,47.3678,-122.019
186000,3,1,1200,10080,1969,47.3261,-122.135
395000,3,1.5,1280,15028,1982,47.6304,-122.035
475000,4,2.5,3150,5757,2004,47.4568,-122.117
815000,5,3.5,3500,10794,1996,47.5887,-121.974
572000,3,1.5,1680,13751,1951,47.5716,-122.227
298700,3,2.25,2110,7350,1980,47.3088,-122.341
549000,2,1,2034,13392,1947,47.3312,-122.503
278000,3,1.5,1900,9994,1960,47.4729,-122.301
455000,4,2,2380,4500,1926,47.5652,-122.281
925000,5,3.5,4050,13495,1988,47.4384,-122.352
465000,2,1.5,1120,1201,1999,47.6524,-122.353
620000,4,4,2850,2970,1999,47.547,-122.01
499900,4,2.25,2360,7650,1963,47.75,-122.292
620000,5,3,2540,11422,1962,47.5459,-122.176
690000,4,3.5,2710,2147,2007,47.5468,-121.994
1900000,5,2.25,3120,16672,1969,47.6458,-122.219
1940000,5,2.25,3120,16672,1969,47.6458,-122.219
832500,3,2,1870,9527,1951,47.5777,-122.224
245000,3,1,1010,9678,1955,47.4396,-122.285
820000,3,2.5,2980,18935,1990,47.7133,-122.079
369000,4,2.75,2420,6495,2005,47.3771,-122.029
1050000,4,3.25,3830,8331,2014,47.6906,-122.019
653000,3,3,3040,5067,1993,47.5409,-122.267
300000,5,3,1940,6355,2007,47.498,-122.322
970000,4,3.5,3780,20023,2001,47.5491,-122.006
360000,4,2.5,1950,5451,2004,47.4341,-122.144
672500,3,2.5,2450,5760,2000,47.6145,-122.026
268000,4,1.5,1730,7020,1953,47.4939,-122.167
440000,4,1.5,1690,3245,1929,47.5445,-122.375
1400000,3,2.5,2550,7200,1981,47.5996,-122.288
590000,4,2.5,2290,11072,1986,47.6283,-122.03
359000,4,2.25,2710,22860,1962,47.3207,-122.266
635000,4,2.5,2930,8679,2014,47.5164,-122.19
559000,3,2.5,3110,217800,2001,47.3281,-122.124
895000,4,2.5,3480,38985,1989,47.6895,-122.052
625000,2,1.5,1110,118047,1961,47.7467,-122.128
650000,4,2.25,2440,9320,1957,47.5933,-122.135
312500,4,1.75,2280,7840,1957,47.4809,-122.224
225000,3,1,900,6099,1944,47.4807,-122.289
425000,4,1.75,1980,8400,1968,47.6721,-122.152
329999,3,2.75,3360,41250,1988,47.2604,-122.023
386500,4,2.5,3110,5048,2002,47.3782,-122.125
452000,2,1,980,5000,1904,47.6744,-122.369
278000,4,2,1480,6324,1943,47.6147,-122.302
474900,3,2.25,1800,43647,1976,47.7757,-122.132
450000,2,1.75,2130,6574,1946,47.6529,-122.411
611000,2,1,1270,5100,1900,47.6771,-122.328
214100,2,2.5,1150,2064,2004,47.3516,-122.292
317000,3,2.5,1840,5011,2012,47.3555,-122.054
1000000,4,3.5,3180,12528,1979,47.7058,-122.379
525000,4,2.5,3070,7200,2005,47.4899,-122.138
436000,3,2.25,1800,6680,1983,47.7293,-122.223
450000,3,1.75,1540,9154,1983,47.6207,-122.042
588500,3,1.75,2330,14892,1980,47.6267,-122.046
340000,4,1.75,1400,8374,1953,47.4735,-122.344
482000,4,2.5,2846,85377,2000,47.317,-122.281
1580000,4,3.5,5830,131116,2005,47.5986,-121.949
749000,3,2.5,3380,7126,1965,47.6276,-122.122
330000,3,1.5,1440,7875,1968,47.4561,-122.148
239000,3,1.75,1470,8925,1957,47.2026,-122
528000,3,2.5,2810,4932,2003,47.7739,-122.227
385000,4,3,2090,5102,1994,47.5427,-122.356
825000,4,3.25,4110,14219,1979,47.7382,-122.264
815000,5,3.25,3230,5000,2002,47.5202,-122.393
625000,4,2.5,2601,34335,1995,47.742,-122.087
690000,3,1.75,2070,6000,1955,47.5226,-122.382
210000,3,1,1660,7440,1957,47.5242,-122.362
599000,4,1,1590,4280,1924,47.667,-122.335
147200,3,1,1420,9600,1954,47.4232,-122.292
476900,3,1,1240,5758,1910,47.5675,-122.396
450000,4,2.5,2500,36254,1978,47.4685,-122.004
570000,4,2.5,2640,11816,1999,47.733,-121.968
567500,3,1,1440,3060,1910,47.6769,-122.307
790000,5,3.25,3030,20446,1976,47.6133,-122.106
875000,3,1.5,1820,12686,1952,47.5886,-122.195
490000,3,2,2220,10275,1980,47.5304,-122.055
335000,3,1.75,2430,9133,1978,47.5116,-122.157
385000,3,1.75,1180,10541,1981,47.6348,-122.032
395000,3,1.75,1620,8085,1976,47.7349,-122.197
650000,2,1,1030,5750,1928,47.5861,-122.391
637000,4,2.75,2900,5803,2007,47.7368,-122.232
692500,3,2.25,3420,9900,1963,47.7412,-122.256
322400,3,1.75,1710,15844,1964,47.4706,-122.1
233500,3,1.5,1580,10517,1957,47.2903,-122.214
400000,3,2,1230,11413,1984,47.6321,-122.034
547000,5,2.5,2200,4080,1916,47.6872,-122.35
1030000,4,3.5,3320,19850,1977,47.527,-122.228
365000,3,1,1090,6435,1955,47.5334,-122.365
699000,5,2.75,2970,36817,1978,47.7731,-122.139
525000,3,1.75,1970,8000,1968,47.6324,-122.1
430000,4,3,3220,8936,1990,47.4208,-122.213
325000,3,1,1600,7500,1966,47.7198,-122.182
279000,2,1,670,6300,1942,47.5161,-122.374
805000,4,1.75,2360,4750,1911,47.6729,-122.293
419950,3,3,2150,3962,1949,47.7183,-122.285
446000,4,1.75,1730,5922,1949,47.7188,-122.321
455000,5,2,2500,7860,1963,47.7212,-122.226
226550,3,1,990,4440,1943,47.522,-122.354
764000,3,2,1420,4080,1904,47.6801,-122.348
439950,3,2.25,2170,15000,1978,47.3863,-122.158
453000,4,2,1880,5100,1952,47.6872,-122.349
219950,3,1,1300,9620,1971,47.282,-122.331
702500,3,1.5,2360,6750,1926,47.6923,-122.332
285000,3,1.5,1780,12231,1956,47.335,-122.321
320000,2,1,950,5316,1948,47.57,-122.38
425000,3,1.75,1680,14630,1985,47.5272,-122.044
540000,4,2.5,2290,4450,2004,47.7385,-122.169
1060000,4,5.25,4140,14757,2005,47.5871,-121.969
1170000,4,3.75,3920,4500,2013,47.6805,-122.346
576000,3,1.75,1500,13891,1951,47.5866,-122.175
525000,3,1.75,1720,7200,1977,47.6977,-122.132
324950,4,2.5,2641,8615,1998,47.4038,-122.213
600000,3,2.5,4930,77536,1981,47.7634,-122.139
266000,4,2.25,1995,7102,1981,47.2986,-122.37
775000,3,2.5,3010,74390,1998,47.6442,-121.999
415000,3,1.75,1270,4800,1952,47.5362,-122.376
550000,4,2.75,3080,6731,2003,47.4522,-122.118
235000,3,2.25,1670,7606,1990,47.1949,-121.982
280000,3,2,1470,8089,1987,47.3878,-122.316
459000,3,1.75,1730,7807,1976,47.7211,-122.169
195000,3,1,1070,7615,1969,47.3189,-122.373
235000,3,1.5,1660,8738,1959,47.3117,-122.208
440000,3,2.5,1040,1032,2007,47.6673,-122.377
515000,2,1,970,3300,1916,47.6609,-122.343
1200000,5,2.75,2910,9480,1939,47.6552,-122.278
560000,3,1.75,2340,12443,1965,47.5432,-122.177
340000,3,1.75,1880,11249,1985,47.3295,-122.257
600000,2,1,1110,3500,1912,47.6453,-122.327
764000,4,2.5,2790,7938,1997,47.6223,-122.026
337000,4,2,1590,8779,2001,47.7408,-121.974
1390000,6,2.75,5700,20000,1977,47.5601,-122.16
350000,3,3,3200,35782,1978,47.4121,-122.154
269950,3,2.25,1510,6000,1993,47.3484,-122.036
735000,3,1.75,1880,108900,1978,47.5913,-122.01
1300000,4,2.5,3070,4000,1940,47.659,-122.281
475000,4,2.25,2110,7560,1974,47.7331,-122.183
339000,3,2,2350,8459,1989,47.3043,-122.349
600000,4,3.5,3270,15160,1997,47.7437,-122.287
397500,4,1.75,2220,4760,1918,47.5215,-122.348
1530000,4,3.5,5990,111078,2004,47.667,-121.994
370000,4,2.75,2200,5207,1951,47.74,-122.343
250000,4,1,1550,7296,1957,47.5184,-122.366
1100000,4,3.75,5070,60123,2000,47.6567,-122.004
430000,2,2.25,1040,1516,2008,47.6037,-122.307
1090000,3,1.5,2560,4000,1927,47.6384,-122.279
670000,3,1.75,1850,8160,1952,47.7241,-122.363
461550,3,1.5,2090,11895,1954,47.5362,-122.267
479990,3,2.5,2010,2386,2014,47.5525,-121.998
643000,4,2.5,2518,4663,2005,47.5894,-122.017
625000,3,2.5,2600,10092,1984,47.6223,-122.032
731100,3,2.5,2060,8778,1953,47.5245,-122.384
859000,3,2.5,2920,434728,1999,47.3809,-122.13
435000,4,2.5,2130,10375,1986,47.4381,-122.16
465000,3,3,2290,15600,1948,47.3558,-122.29
740000,3,1,1230,6380,1927,47.6947,-122.315
740000,3,1.75,2020,9478,1961,47.5383,-122.238
250000,3,2,1430,7280,1980,47.3742,-122.18
656000,2,2.5,2270,1763,2009,47.6757,-122.121
643000,3,1.5,1780,214315,1954,47.7631,-122.028
311000,4,2.5,2690,6124,2007,47.3343,-122.058
360000,3,1.75,1330,7482,1975,47.7322,-122.207
475000,4,2.5,3060,10043,1968,47.7387,-122.337
469950,3,3.25,1760,1778,2008,47.7201,-122.301
240000,3,1.75,1570,8750,1960,47.4425,-122.333
232000,2,1,960,8100,1936,47.494,-122.304
350000,3,2,1680,81893,1991,47.3248,-122.179
803000,2,1,1440,33747,1928,47.7223,-122.209
475000,4,2,1790,2250,1909,47.6526,-122.345
823000,3,2.5,2560,9825,1988,47.5497,-122.145
395000,2,1.5,1010,3060,1918,47.6897,-122.354
499000,4,3.75,2560,5250,1963,47.7326,-122.342
420000,2,1.75,1200,3136,1904,47.6132,-122.297
961500,3,2.5,3910,14000,1999,47.6374,-122.12
833000,4,1.75,2260,12238,1967,47.5976,-122.178
479000,3,2.25,2110,11319,1978,47.742,-122.105
1150000,4,2.5,3340,10422,1996,47.6515,-122.197
555000,4,1.75,1760,94525,1988,47.5882,-122.07
490000,3,2.5,2010,9725,1987,47.568,-122.018
619000,4,2,2300,3400,1915,47.678,-122.361
569950,5,2.75,2510,28185,1963,47.7719,-122.282
549000,3,2,1340,3000,1905,47.6857,-122.349
422500,3,1.75,1560,7245,1962,47.6868,-122.119
400000,4,3.5,3350,9681,1980,47.3978,-122.322
